-1.240561828017234802e-01,-6.334076076745986938e-02,9.245572984218597412e-02,-3.166150748729705811e-01,1.893842518329620361e-01,1.078001558780670166e-01,-2.590202093124389648e-01,1.841571033000946045e-01,-2.997977435588836670e-01,-1.595172844827175140e-02
-2.151031494140625000e-01,2.300164550542831421e-01,-8.888118714094161987e-02,1.371351778507232666e-01,-1.478378474712371826e-01,1.928124725818634033e-01,-2.791988849639892578e-01,4.695000499486923218e-02,-1.300680041313171387e-01,-9.524568170309066772e-02
-1.142925322055816650e-01,1.823755055665969849e-01,-1.738567501306533813e-01,-1.590057909488677979e-01,1.309000700712203979e-01,-1.622741818428039551e-01,-8.123072236776351929e-02,1.839677542448043823e-01,7.144937664270401001e-02,-1.285356730222702026e-01
8.649899065494537354e-02,-2.729352712631225586e-01,-2.210346758365631104e-01,1.365401502698659897e-02,7.054935395717620850e-02,-6.104964762926101685e-02,7.189618796110153198e-02,-4.468723759055137634e-02,8.279146254062652588e-02,-1.482847779989242554e-01
-2.792443633079528809e-01,1.515639200806617737e-02,-1.727990955114364624e-01,-2.936107218265533447e-01,1.080361381173133850e-01,-2.472700774669647217e-01,-1.639897525310516357e-01,-1.042462810873985291e-01,9.247102588415145874e-02,-1.654215902090072632e-01
1.428985595703125000e-01,2.142490632832050323e-02,-1.951295584440231323e-01,1.174564808607101440e-01,1.095976233482360840e-01,-1.005368903279304504e-01,-1.872695982456207275e-01,5.183925852179527283e-02,1.769976764917373657e-01,1.128270253539085388e-01
1.270791292190551758e-01,-2.373076230287551880e-01,-1.871357262134552002e-01,-3.073027133941650391e-01,1.327555626630783081e-01,1.404285579919815063e-01,1.799158900976181030e-01,-2.591664195060729980e-01,1.262938529253005981e-01,-2.982498519122600555e-02
-4.075032845139503479e-02,1.906607672572135925e-02,1.973143368959426880e-01,1.064257174730300903e-01,1.377097964286804199e-01,-9.716554731130599976e-02,-7.323510199785232544e-02,-2.331027537584304810e-01,-2.331707179546356201e-01,8.027825504541397095e-02
-2.210726439952850342e-01,2.024184614419937134e-01,2.056093811988830566e-01,-1.648449897766113281e-01,-1.973744630813598633e-01,-2.381936907768249512e-01,-1.919000446796417236e-01,1.835326850414276123e-01,-3.250379264354705811e-01,-2.238523066043853760e-01
-1.148843318223953247e-01,-1.604013890027999878e-02,2.150354832410812378e-01,-1.065537184476852417e-01,2.104074209928512573e-01,-8.630655705928802490e-02,-1.244940012693405151e-01,-1.826053112745285034e-01,-2.504910528659820557e-01,-1.041660532355308533e-01
-2.661415338516235352e-01,1.131279245018959045e-01,9.835499525070190430e-02,9.636807441711425781e-02,-1.754843294620513916e-01,-1.862968057394027710e-01,1.426617205142974854e-01,9.103200584650039673e-02,2.649507112801074982e-02,-3.045125007629394531e-01
1.657214760780334473e-01,1.458397954702377319e-01,-5.950330942869186401e-02,-1.327872723340988159e-01,-9.022612869739532471e-02,-2.320903539657592773e-02,1.660583764314651489e-01,-2.136970758438110352e-01,1.344457268714904785e-01,-2.955493330955505371e-01
