4.120858758687973022e-02,-1.145579759031534195e-02,-1.423039883375167847e-01,7.578319311141967773e-02,1.720235347747802734e-01,1.708196401596069336e-01,-2.512281537055969238e-01,-4.614237323403358459e-02,1.472907662391662598e-01
-1.784425526857376099e-01,4.064501076936721802e-02,2.569858431816101074e-01,-1.954689919948577881e-01,5.871318280696868896e-02,5.309003964066505432e-02,-1.729922145605087280e-01,1.202264651656150818e-01,3.726941347122192383e-02
-4.762660339474678040e-02,1.425652801990509033e-01,9.192676842212677002e-02,1.741996407508850098e-01,4.786129109561443329e-03,-1.606702804565429688e-01,1.355579495429992676e-01,-5.080145224928855896e-02,1.256298869848251343e-01
-1.151923313736915588e-01,-2.082271724939346313e-01,-2.092355340719223022e-01,3.287142887711524963e-02,-5.921931192278862000e-02,-1.014657095074653625e-01,1.615274548530578613e-01,2.509309351444244385e-01,2.002404928207397461e-01
-2.851313352584838867e-01,1.164790168404579163e-01,2.243064045906066895e-01,-8.813308924436569214e-02,2.264811471104621887e-02,1.429106742143630981e-01,1.081807911396026611e-01,1.793795824050903320e-01,-1.911385729908943176e-02
2.348639816045761108e-01,2.976994775235652924e-02,-1.780249737203121185e-02,-4.944122582674026489e-02,-6.511049717664718628e-02,-1.038448810577392578e-01,7.931947708129882812e-02,-7.366942614316940308e-02,-1.820405870676040649e-01
-1.480187773704528809e-01,8.584300428628921509e-02,-3.693058714270591736e-02,-1.207314655184745789e-01,-2.117660641670227051e-01,-1.419728845357894897e-01,2.223593592643737793e-01,4.577912017703056335e-02,-3.366737801115959883e-04
1.355437338352203369e-01,1.175705268979072571e-01,-1.000063642859458923e-01,-8.538074046373367310e-02,-4.598374944180250168e-03,-3.452166169881820679e-02,8.540118485689163208e-02,1.108061969280242920e-01,1.339596807956695557e-01
2.217544764280319214e-01,1.279225796461105347e-01,3.708802908658981323e-02,2.357584834098815918e-01,5.818540602922439575e-02,-4.326014313846826553e-03,9.022286534309387207e-02,-2.207046151161193848e-01,-1.718322485685348511e-01
1.987892985343933105e-01,1.671119034290313721e-01,-1.584678441286087036e-01,2.027855366468429565e-01,-6.408189423382282257e-03,-1.180652994662523270e-02,1.944192051887512207e-01,-6.531102955341339111e-02,1.658159345388412476e-01
1.595994830131530762e-01,2.232186309993267059e-02,-2.398204244673252106e-02,2.236271351575851440e-01,-4.347725212574005127e-02,8.288217708468437195e-03,1.639512926340103149e-01,1.433732956647872925e-01,-4.985731095075607300e-02
-1.639019325375556946e-02,1.187774986028671265e-01,2.579828202724456787e-01,1.869366168975830078e-01,1.892020106315612793e-01,1.304774731397628784e-01,-1.762033998966217041e-01,-2.152066826820373535e-01,8.313097804784774780e-02
1.217849627137184143e-01,-4.340661317110061646e-02,7.605392485857009888e-02,1.064198240637779236e-01,3.206177353858947754e-01,1.488769054412841797e-01,2.969284653663635254e-01,2.136397510766983032e-01,4.616562277078628540e-02
-3.791946172714233398e-02,-1.999349296092987061e-01,-3.131094276905059814e-01,-4.361886996775865555e-03,1.264965385198593140e-01,2.440355904400348663e-02,2.415177524089813232e-01,1.202033385634422302e-01,2.084241807460784912e-01
-8.210618048906326294e-02,4.108727723360061646e-02,1.543163508176803589e-01,-8.882543444633483887e-02,2.229612022638320923e-01,1.017187684774398804e-01,-7.800427079200744629e-02,-2.583265006542205811e-01,-4.446199536323547363e-02
2.673972845077514648e-01,6.377877667546272278e-03,3.596344962716102600e-02,3.195868432521820068e-01,-4.652671888470649719e-02,-1.643051058053970337e-01,1.777494251728057861e-01,2.487001940608024597e-02,5.661148577928543091e-02
1.849524527788162231e-01,1.490021031349897385e-02,-3.694389015436172485e-02,2.440304309129714966e-01,4.195625334978103638e-02,-3.205320537090301514e-01,8.263181895017623901e-02,-1.007137224078178406e-01,-1.157981678843498230e-01
1.067730113863945007e-01,3.046290278434753418e-01,1.328598707914352417e-01,-9.007057547569274902e-02,1.698081344366073608e-01,1.047851741313934326e-01,-4.338998198509216309e-01,-2.504297494888305664e-01,8.143006823956966400e-03
1.500604748725891113e-01,1.316113770008087158e-01,2.340355515480041504e-01,-9.441938251256942749e-02,1.657580286264419556e-01,2.714864164590835571e-02,-6.270593404769897461e-02,4.933538660407066345e-02,-7.044363766908645630e-02
-3.011517822742462158e-01,-6.973168253898620605e-02,2.166417799890041351e-02,-1.842268258333206177e-01,1.446107029914855957e-01,8.878715336322784424e-02,-1.114038079977035522e-01,1.348032336682081223e-02,2.171855568885803223e-01
9.202671051025390625e-02,5.651491135358810425e-02,-8.592227101325988770e-02,-1.080772466957569122e-02,-6.280465424060821533e-02,1.573223471641540527e-01,1.314903497695922852e-01,3.353182459250092506e-03,1.087527424097061157e-01
2.055905312299728394e-01,8.448496460914611816e-02,5.154942348599433899e-02,9.021613746881484985e-02,-1.006886288523674011e-01,-1.559348553419113159e-01,1.706555634737014771e-01,1.400547623634338379e-01,-1.861060559749603271e-01
1.702919304370880127e-01,2.465499937534332275e-01,1.698261052370071411e-01,-1.857339218258857727e-02,2.529045380651950836e-02,-4.870236665010452271e-02,-1.353877037763595581e-01,-3.039594590663909912e-01,-1.316473484039306641e-01
-4.594475030899047852e-02,-4.799951612949371338e-02,-2.173981219530105591e-01,-1.236738986335694790e-03,1.140226423740386963e-01,1.623973548412322998e-01,5.155560001730918884e-02,2.350003719329833984e-01,8.751998096704483032e-02
1.847247183322906494e-01,-4.821289703249931335e-02,-2.279448360204696655e-01,2.416639029979705811e-01,1.379015594720840454e-01,-2.082094103097915649e-01,8.854187279939651489e-02,8.429896086454391479e-02,-5.481771007180213928e-02
1.142175570130348206e-01,2.723332494497299194e-02,-1.228567063808441162e-01,1.694669574499130249e-01,-6.417541950941085815e-02,-1.660295426845550537e-01,1.410140544176101685e-01,-1.044036671519279480e-01,-4.617905989289283752e-02
1.530444622039794922e-01,3.185884654521942139e-01,3.093043863773345947e-01,-1.827869713306427002e-01,-1.101224645972251892e-01,1.602145433425903320e-01,-3.280003666877746582e-01,-1.696294844150543213e-01,1.282137483358383179e-01
-1.462301313877105713e-01,-7.661373913288116455e-02,2.130656503140926361e-02,8.705425076186656952e-03,1.227609962224960327e-01,1.469215899705886841e-01,1.970665305852890015e-01,2.079894542694091797e-01,1.630806624889373779e-01
1.639924794435501099e-01,1.698287278413772583e-01,2.071823775768280029e-01,-1.693359948694705963e-02,7.780934125185012817e-02,1.534519642591476440e-01,-1.775813102722167969e-01,-1.970387250185012817e-01,-3.231737911701202393e-01
-2.304738610982894897e-01,-1.556399911642074585e-01,6.369993835687637329e-02,-4.682853072881698608e-02,-1.188803743571043015e-02,2.728257775306701660e-01,8.236070722341537476e-02,1.425374746322631836e-01,1.142997220158576965e-01
1.256719529628753662e-01,-5.876553058624267578e-02,4.890430346131324768e-02,-1.156924143433570862e-01,-4.182373359799385071e-02,2.761869728565216064e-01,-6.101907417178153992e-02,1.516625285148620605e-01,2.091571688652038574e-01
2.762175798416137695e-01,2.161547541618347168e-01,-1.379556804895401001e-01,2.386148571968078613e-01,2.348636835813522339e-02,-8.119867742061614990e-02,-1.554795205593109131e-01,6.811432540416717529e-02,2.148242294788360596e-02
